nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0004637	Harry Keramidas	1940	\N	editor,editorial_department,sound_department	tt0113492,tt0118884,tt0088763,tt0096874
nm0004638	Bac DeLorme	\N	\N	assistant_director,writer,producer	tt0477348,tt1951266,tt1951265,tt0145487
nm0004639	Marc Forget	\N	\N	actor	tt0106052,tt0203259,tt1950186,tt2249007
nm0004640	Mark Forget	\N	\N	actor	tt0115832
nm0004641	Kevin O'Hara	1969	\N	miscellaneous,actor,writer	tt0292255,tt0104115,tt0106308,tt0109838
nm0004642	Joseph Maurer	\N	\N	producer,writer,miscellaneous	tt0120497,tt0232676,tt0985040,tt0239935
nm0004643	D. Joanne Malo	\N	\N	assistant_director,miscellaneous,camera_department	tt0273435,tt2226597,tt5719748,tt0165710
nm0004644	Paolo deGuzman	1969	\N	visual_effects,animation_department,art_department	tt0139414,tt0253556,tt0183523,tt0137523
nm0004645	Antonio Sabato Jr.	1972	\N	actor,producer,director	tt0056758,tt0120609,tt1336621,tt0329589
nm0004646	Antonio Sabato	1943	2021	actor,miscellaneous	tt0089104,tt0060472,tt0065681,tt0072590
nm0004647	Carroll Baker	1931	\N	actress,soundtrack	tt0049261,tt0099938,tt0119174,tt0048973
nm0004648	Clark Hayes	\N	\N	actress	tt0241383,tt0120663,tt0118717
nm0004649	Clark Hayes	\N	\N	sound_department	tt0102317,tt0101502,tt0100588,tt0105215
nm0004650	Marisa Paredes	1946	\N	actress,miscellaneous	tt0103030,tt0113083,tt0185125,tt1189073
nm0004651	Pamela Stahl	1976	\N	miscellaneous,art_department,location_management	tt0320668,tt0215458,tt0157030,tt0185442
nm0004652	Hal Kessler	\N	\N	producer,miscellaneous,executive	tt1190074,tt2102494,tt2347154,tt0111309
nm0004653	Ann Carli	\N	\N	producer,writer,music_department	tt0275022,tt0491587,tt12305436,tt0222851
nm0004654	Nicolas Gessner	1931	\N	director,writer,assistant_director	tt0176390,tt0098154,tt0074806,tt0061410
nm0004655	Salik Silverstein	\N	\N	director,actor,writer	tt0313726,tt0117786,tt0176646,tt5159348
nm0004656	James Joyce	1882	1941	writer,soundtrack	tt0305570,tt0092843,tt13204424,tt1314953
nm0004657	Rocco Salata	1970	\N	actor,miscellaneous,cinematographer	tt0490080,tt1462808,tt3202890,tt0119336
nm0004658	James Jacobson	\N	\N	music_department,composer,soundtrack	tt0304746,tt1034320,tt0244244,tt0265709
nm0004659	Dic Jones	1934	2009	producer,production_manager	tt0108992,tt0179443,tt0190899,tt1216427
nm0004660	Rajkumar	1928	2006	actor,music_department,soundtrack	tt0245694,tt0233270,tt1360153,tt1401730
nm0004661	Marco Marinangeli	\N	\N	soundtrack,composer,music_department	tt0111191,tt0117915,tt0221905,tt0118886
nm0004662	Peter Myslowski	1956	\N	camera_department	tt6141246,tt0120915,tt1343727,tt1562871
nm0004663	Suella Kennedy	\N	\N	visual_effects,producer,writer	tt0102057,tt0114898,tt0101393,tt0096874
nm0004664	Sally Eccleston	\N	\N	camera_department,director,miscellaneous	tt0238380,tt1051906,tt0360717,tt0118929
nm0004665	Wolfgang Wesemann	\N	\N	camera_department,cinematographer,art_department	tt0335119,tt0131646,tt0280609,tt4005402
nm0004666	Learan Kahanov	\N	\N	camera_department,cinematographer	tt1190689,tt10327830,tt11128440,tt3501074
nm0004667	Nikhil Kamkolkar	\N	\N	director,cinematographer,writer	tt13807096,tt0254784,tt10926746,tt11356952
nm0004668	Kevin Cooney	1945	\N	actor	tt0295178,tt0250494,tt0118798,tt0145660
nm0004669	Laura Albert	\N	\N	stunts,actress,miscellaneous	tt0413573,tt1586680,tt2005151,tt0840361
nm0004670	Heath Banks	1974	\N	miscellaneous,production_manager,producer	tt0329717,tt0120903,tt0335559,tt0356618
nm0004671	Amy Lyndon	\N	\N	actress,producer,director	tt1176095,tt0805669,tt1657081,tt0364845
nm0004672	Fred V. Merrick	1899	1983	assistant_director,writer,director	tt3706170,tt0019124,tt0028300,tt0018344
nm0004673	Julie Mannix	\N	\N	actress,miscellaneous	tt0068135,tt0075357,tt0107025,tt0076000
nm0004674	Susan McNamara	\N	\N	production_manager,miscellaneous,producer	tt2209764,tt0437086,tt1464540,tt4154664
nm0004675	Phil Alden Robinson	1950	\N	writer,director,producer	tt0097351,tt0105435,tt0164184,tt0213668
nm0004676	Antonio Machado	1875	1939	soundtrack,writer	tt0044819,tt0107435,tt0041324,tt0039577
nm0004677	Ivan Rogers	1954	2010	actor,producer,writer	tt0125029,tt0094917,tt0190846,tt0245904
nm0004678	Paul Maibaum	1951	\N	cinematographer,camera_department,director	tt2177489,tt7053188,tt5580540,tt1124373
nm0004679	Serge Colbert	1967	\N	composer,soundtrack	tt0277944,tt0196723,tt1267314,tt0201485
nm0004680	Ari Wise	\N	\N	composer,talent_agent,music_department	tt0135067,tt0388535,tt0160277,tt0222568
nm0004681	Chad Waters	\N	\N	special_effects,make_up_department,miscellaneous	tt0119654,tt0167190,tt0133152,tt0120912
nm0004682	C. Cory M. McCrum-Abdo	1949	\N	editorial_department,miscellaneous,production_manager	tt0076759,tt1112782,tt0307987,tt0420223
nm0004683	Bry Thomas Sanders	1968	\N	camera_department,cinematographer,director	tt0429318,tt2390003,tt5011296,tt10712978
nm0004684	Ken Blakey	1947	\N	cinematographer,camera_department,director	tt0275170,tt0189810,tt0896533,tt1523367
nm0004685	Sheila Curran Bernard	\N	\N	writer,producer,director	tt0092999,tt0254916,tt1773294,tt2231299
nm0004686	Malcolm Xerxes	1965	2005	actor,stunts	tt0193866,tt0284978,tt0207919,tt0318627
nm0004687	Elaine C. Andrianos	\N	\N	visual_effects,editorial_department,miscellaneous	tt1877832,tt2250912,tt0078346,tt1133985
nm0004688	Gina Marie Ome	\N	\N	costume_department	tt0372784,tt0452594,tt0164181,tt0119738
nm0004689	Frédéric Forestier	1969	\N	director,writer,actor	tt6286630,tt0463872,tt3410528,tt13081432
nm0004690	Marc Rizzo	\N	\N	art_director,production_designer,actor	tt0171135,tt0208017,tt0110136,tt0112960
nm0004691	Aaliyah	1979	2001	soundtrack,actress,composer	tt0118617,tt0118998,tt0165929,tt0238546
nm0004692	Mark Addy	1964	\N	actor,soundtrack	tt0944947,tt0955308,tt0119164,tt0183790
nm0004693	Lou Adler	1933	\N	soundtrack,producer,music_department	tt0078446,tt0086425,tt0090329,tt0073629
nm0004694	Christina Aguilera	1980	\N	soundtrack,actress,composer	tt1126591,tt4877122,tt0203009,tt1839337
nm0004695	Jessica Alba	1981	\N	actress,cinematographer,producer	tt0486576,tt0120667,tt0985694,tt0401792
nm0004696	Buzz Aldrin	1930	\N	actor,miscellaneous,writer	tt8760684,tt0898266,tt1399103,tt1872220
nm0004697	Erika Alexander	1969	\N	actress,writer,producer	tt10310096,tt5052448,tt0453467,tt0106056
nm0004698	Kim Alexis	1960	\N	actress	tt0106449,tt0120701,tt0101069,tt0083399
nm0004699	Lucky Ali	1958	\N	music_department,actor,soundtrack	tt0234000,tt0294662,tt0332766,tt3148502
nm0004700	Tatyana Ali	1979	\N	actress,producer,soundtrack	tt0069658,tt0155776,tt0098800,tt0385726
nm0004701	Marcus Allen	1960	\N	actor,soundtrack,producer	tt0436754,tt12468938,tt0103435,tt0115101
nm0004702	Marty Allen	1922	2018	actor,soundtrack	tt0087777,tt4844692,tt0065327,tt0060619
nm0004703	Alley	\N	\N	actress	tt0230043
nm0004704	Herb Alpert	1935	\N	soundtrack,music_department,actor	tt1300854,tt5164214,tt0086006,tt0090329
nm0004705	Summer Altice	1979	\N	actress	tt0463034,tt3276924,tt0277296,tt0396269
nm0004706	Louie Anderson	1953	\N	actor,writer,producer	tt3468798,tt0112047,tt0094898,tt0115251
nm0004707	Mario Andretti	1940	\N	actor,writer,camera_department	tt6375640,tt1860353,tt0317219,tt0075774
nm0004708	Michael Andretti	1962	\N	actor,camera_department,producer	tt0120245,tt0115320,tt0132245,tt3777500
nm0004709	Giuseppe Andrews	1979	\N	actor,director,writer	tt0120789,tt0151738,tt0303816,tt0165710
nm0004710	Naveen Andrews	1969	\N	actor	tt1758595,tt0411008,tt1077258,tt0116209
nm0004711	Marc Anthony	1968	\N	soundtrack,actor,composer	tt0163988,tt0120746,tt0163187,tt0328107
nm0004712	Fiona Apple	1977	\N	soundtrack,actress,composer	tt0120789,tt5503686,tt1758830,tt2699110
nm0004713	Jodi Applegate Kay	1964	\N	actress	tt0278633,tt4422836,tt2071645,tt1194173
nm0004714	Giorgio Armani	1934	\N	costume_department,costume_designer,actor	tt0361748,tt0094226,tt1535108,tt0468569
nm0004715	Will Arnett	1970	\N	actor,producer,writer	tt1490017,tt0367279,tt3949660,tt4116284
nm0004716	Darren Aronofsky	1969	\N	producer,director,writer	tt0180093,tt5109784,tt0138704,tt0414993
nm0004717	Peter Asher	1944	\N	soundtrack,actor,music_department	tt1277953,tt0770828,tt0352277,tt0120591
nm0004718	Desmond Askew	1972	\N	actor	tt0201391,tt0139239,tt0454841
nm0004719	Jennifer Aspen	1973	\N	actress,producer,writer	tt0247082,tt0413573,tt0419984,tt0892535
nm0004720	Patti Austin	1950	\N	soundtrack,actress,music_department	tt0096316,tt0081280,tt0098319,tt1832045
nm0004721	Erykah Badu	1971	\N	soundtrack,actress,music_department	tt0297037,tt0124315,tt0118747,tt7634968
nm0004722	Glen Ballard	1953	\N	soundtrack,composer,music_department	tt0338348,tt2495242,tt7322210,tt0167757
nm0004723	Tyra Banks	1973	\N	producer,writer,actress	tt0942385,tt0363307,tt0220506,tt0200550
nm0004724	Christine Baranski	1952	\N	actress,soundtrack,producer	tt6911608,tt0299658,tt0795421,tt2180411
nm0004725	Charles Barkley	1963	\N	actor,writer,producer	tt0113097,tt0117705,tt0124718,tt0134269
nm0004726	Lance Bass	1979	\N	actor,producer,soundtrack	tt0196229,tt0942385,tt0257516,tt0279286
nm0004727	Kylie Bax	1975	\N	actress	tt0204175,tt0192071,tt0199650,tt0179477
nm0004728	Carole Bayer Sager	1947	\N	soundtrack,music_department,composer	tt0076752,tt0082031,tt0110216,tt0128853
nm0004729	Michael Beach	1963	\N	actor,producer	tt0120169,tt0197182,tt1477834,tt7125860
nm0004730	Orson Bean	1928	2020	actor,writer,soundtrack	tt0120601,tt0077687,tt0052561,tt0093260
nm0004731	Garcelle Beauvais	1966	\N	actress,producer,writer	tt0120891,tt0094898,tt2250912,tt0280486
nm0004732	Boris Becker	1967	\N	actor	tt3770700,tt3152342,tt1842451,tt10467632
nm0004733	Walter Becker	1950	2017	soundtrack,composer,producer	tt0790736,tt0116695,tt0183505,tt0429493
nm0004734	Tyson Beckford	1970	\N	actor,producer	tt0378109,tt0196229,tt0326769,tt0374201
nm0004735	James Van Der Beek	1977	\N	actor,music_department,writer	tt0118300,tt0139699,tt6390538,tt0292644
nm0004736	Jason Behr	1973	\N	actor,soundtrack	tt0201391,tt0372873,tt0391198,tt0461703
nm0004737	Shari Belafonte	1954	\N	actress,camera_department,producer	tt2435970,tt0105151,tt0085032,tt8478042
nm0004738	Catherine Bell	1968	\N	actress,producer,script_department	tt0452573,tt0315327,tt1105729,tt0112022
nm0004739	Lauralee Bell	1968	\N	actress,producer,writer	tt8079880,tt0069658,tt1577049,tt3412828
nm0004740	Bill Bellamy	1965	\N	actor,producer,writer	tt3253232,tt8433210
nm0004741	Camilla Belle	1986	\N	actress,soundtrack,producer	tt0120791,tt0443649,tt0455857,tt0465580
nm0004742	Maria Bello	1967	\N	actress,producer,writer	tt0200550,tt0318374,tt0399146,tt4786282
nm0004743	Gil Bellows	1967	\N	actor,producer,director	tt4687882,tt8594276,tt0110395,tt0111161
nm0004744	Lawrence Bender	1957	\N	producer,camera_department,actor	tt0110912,tt0361748,tt0266697,tt0105236
nm0004745	Paulo Benedeti	1975	\N	actor,writer,producer	tt0092325,tt0044265,tt0120890,tt4837396
nm0004746	Tony Bennett	1926	\N	soundtrack,actor,writer	tt0407304,tt0369610,tt0060801,tt2281587
nm0004747	Wes Bentley	1978	\N	actor,producer,soundtrack	tt0816692,tt1392170,tt0169547,tt0804516
nm0004748	Julie Benz	1972	\N	actress,soundtrack,producer	tt1600194,tt0462499,tt0773262,tt2189221
nm0004749	Emily Bergl	1975	\N	actress	tt0210094,tt2334873,tt0289830,tt0144814
nm0004750	Marilyn Bergman	1929	\N	soundtrack,music_department,writer	tt0114319,tt0084805,tt0070903,tt0061811
nm0004751	Crystal Bernard	1961	\N	actress,soundtrack	tt0080233,tt0098948,tt0084938,tt0093996
nm0004752	Troy Byer	1964	\N	actress,writer,director	tt0165857,tt0251160,tt0118663,tt0337592
nm0004753	Leslie Bibb	1973	\N	actress,producer,soundtrack	tt0415306,tt0371746,tt1228705,tt1197624
nm0004754	Jessica Biel	1982	\N	actress,producer,soundtrack	tt1386703,tt0324216,tt0435705,tt0443543
nm0004755	Jason Biggs	1978	\N	actor,producer	tt1605630,tt0217630,tt0252866,tt0163651
nm0004756	Clint Black	1962	\N	actor,soundtrack,composer	tt0110478,tt0107711,tt0103466,tt0305224
nm0004757	Selma Blair	1972	\N	actress,producer	tt0411477,tt0139134,tt0167190,tt0253867
nm0004758	Asha Blake	1961	\N	actress	tt0171925,tt0337551,tt0211818,tt1206246
nm0004759	Kayla Blake	1963	\N	actress,miscellaneous	tt0165961,tt0369436,tt0763831
nm0004760	Jennifer Blanc-Biehn	1974	\N	actress,producer,director	tt0109506,tt0204993,tt2797642,tt3552592
nm0004761	Rachel Blanchard	1976	\N	actress	tt0373450,tt0863046,tt2802850,tt0387764
nm0004762	Miko Blanco	\N	\N	miscellaneous	tt0098071
nm0004763	Mary J. Blige	1971	\N	soundtrack,actress,composer	tt1336608,tt2396589,tt0929632,tt1454029
nm0004764	Charlene Bloom	\N	\N	actress	tt0115372,tt0111994,tt0187078,tt0176376
nm0004765	Andrea Bocelli	1958	\N	soundtrack,actor,writer	tt0493464,tt5523010,tt1839492,tt0122690
nm0004766	Steven Bochco	1943	2018	writer,producer,miscellaneous	tt0081873,tt0112086,tt0106079,tt0090466
nm0004767	Joseph Bologna	1934	2017	actor,writer,director	tt0142342,tt0074205,tt0086973,tt2084952
nm0004768	Gillian Bonner	1966	\N	producer,editor,actress	tt0340937,tt2485152,tt2485168,tt3774134
nm0004769	Pat Boone	1934	\N	soundtrack,actor,producer	tt0052948,tt0056526,tt0362478,tt5580390
nm0004770	David Boreanaz	1969	\N	actor,producer,director	tt0162065,tt0118276,tt0242998,tt0460627
nm0004771	Da Brat	1974	\N	actress,producer,soundtrack	tt0281364,tt0119807,tt0208003,tt0112442
nm0004772	Toni Braxton	1966	\N	producer,actress,soundtrack	tt1520498,tt0278488,tt5037902,tt0246002
nm0004773	Lisa Brenner	1974	\N	actress,producer	tt0187393,tt7250378,tt1621046,tt3514324
nm0004774	Angelica Bridges	1970	\N	actress	tt0132347,tt0120569,tt0106079,tt0170982
nm0004775	Todd Bridges	1965	\N	actor,producer,director	tt3466524,tt0176578,tt0862934,tt0077003
nm0004776	Pat Briggs	\N	\N	actor	tt0252802,tt0118586
nm0004777	Erin Brockovich-Ellis	1960	\N	writer,producer,miscellaneous	tt6371882,tt0360261,tt0195685,tt11237708
nm0004778	Adrien Brody	1973	\N	actor,producer,composer	tt1605783,tt0253474,tt1683526,tt2278388
nm0004779	Garth Brooks	1962	\N	soundtrack,actor,producer	tt0186151,tt0103484,tt0123086,tt0119313
nm0004780	Meredith Brooks	1958	\N	soundtrack,actress,composer	tt0120832,tt0131369,tt0286788,tt0207201
nm0004781	Bobbie Brown	1969	\N	actress	tt0101615,tt0104135,tt0107362,tt0111892
nm0004782	Kimberly J. Brown	1984	\N	actress,producer,miscellaneous	tt0377471,tt0305669,tt0173886,tt0161023
nm0004783	Ryan Browning	1974	\N	actor	tt0118276,tt0245891,tt0261992,tt0366709
nm0004784	Tony Bui	1973	\N	writer,producer,director	tt4076980,tt0138874,tt0229002,tt0202128
nm0004785	Delta Burke	1956	\N	actress,producer,soundtrack	tt0090418,tt0161233,tt0103399,tt0207201
nm0004786	Brooke Burns	1978	\N	actress,soundtrack	tt0096542,tt1640571,tt0256380,tt1327788
nm0004787	Saffron Burrows	1972	\N	actress,director,writer	tt0200465,tt3502172,tt7335184,tt0332452
nm0004788	Rebeccah Bush	1968	\N	actress	tt0106004,tt0096671,tt0046593,tt0092359
nm0004789	Amanda Bynes	1986	\N	actress,soundtrack	tt1282140,tt0286788,tt0427327,tt0454945
nm0004790	Scott Caan	1976	\N	actor,writer,director	tt0240772,tt0139699,tt0187078,tt0496806
nm0004791	Linda Lee Cadwell	1945	\N	director,actress,writer	tt0106770,tt0217243,tt0072562,tt0086011
nm0004792	Ashley Tesoro	1983	\N	actress,writer,producer	tt0113690,tt0092325,tt0106123,tt0116074
nm0004793	Monica Calhoun	1971	\N	actress,producer	tt0095801,tt0119905,tt0168501,tt2083355
nm0004794	Glen Campbell	1936	2017	soundtrack,actor,music_department	tt0149523,tt0065126,tt6565702,tt0149261
nm0004795	Jessica Campbell	1982	2020	actress,camera_department,producer	tt0126886,tt0288584,tt0256359,tt0104496
nm0004796	Tevin Campbell	1976	\N	actor,soundtrack,composer	tt0120207,tt0101507,tt0117891,tt0113198
nm0004797	Bruno Campos	1973	\N	actor,soundtrack	tt0156196,tt0780521,tt0361217,tt0416658
nm0004798	Stephen J. Cannell	1941	2010	writer,producer,actor	tt0071042,tt0080289,tt0092484,tt0081871
nm0004799	Mark Canton	1949	\N	producer,production_manager,miscellaneous	tt1259528,tt0416449,tt1253864,tt3281796
nm0004800	Jessica Capshaw	1976	\N	actress,soundtrack,miscellaneous	tt9866072,tt0413573,tt0242998,tt0181689
nm0004801	Nestor Carbonell	1967	\N	actor,director,writer	tt0411008,tt2188671,tt1345836,tt0468569
nm0004802	Linda Cardellini	1975	\N	actress,producer,soundtrack	tt0267913,tt0388795,tt0250494,tt2395427
nm0004803	Amie Carey	\N	\N	actress	tt0108724,tt0229792,tt0120238,tt0129884
nm0004804	Drew Carey	1958	\N	producer,actor,writer	tt0810913,tt0358082,tt0111945,tt0106598
nm0004805	Adam Carolla	1964	\N	writer,producer,actor	tt0202741,tt0814130,tt1772341,tt4875844
nm0004806	Charisma Carpenter	1970	\N	actress,producer,soundtrack	tt0162065,tt1320253,tt0412253,tt1764651
nm0004807	Gabriel Carpenter	1977	\N	actor	tt0200027,tt0247081,tt0164114,tt0108876
nm0004808	Lisa Nicole Carson	1969	\N	actress,soundtrack	tt0108757,tt0110186,tt0118254,tt0123964
nm0004809	Aaron Carter	1987	\N	soundtrack,actor,producer	tt0288045,tt0268397,tt0247638,tt0356470
nm0004810	Chris Carter	1956	\N	writer,producer,director	tt0182587,tt0120902,tt0106179,tt0443701
nm0004811	Deana Carter	1966	\N	actress,soundtrack,music_department	tt4883336,tt0118617,tt1298649,tt0286493
nm0004812	Lynda Carter	1951	\N	actress,soundtrack,producer	tt0074074,tt0377818,tt0247745,tt0405325
nm0004813	Nancy Cartwright	1957	\N	actress,soundtrack,producer	tt0096697,tt0120685,tt0462538,tt0386789
nm0004814	Jessica Cauffiel	1976	\N	actress,producer,writer	tt0381707,tt0250494,tt0111945,tt0412080
nm0004815	Christine Cavanaugh	1963	2014	actress,soundtrack	tt0293092,tt0116695,tt0112431,tt0115157
nm0004816	Lumi Cavazos	1968	\N	actress	tt0163983,tt0115734,tt0857255,tt0103994
nm0004817	Matt Cedeño	1973	\N	actor	tt3281796,tt2226342,tt3843168
nm0004818	Jo Champa	1968	\N	actress,producer	tt0112883,tt0112022,tt1421051,tt0102614
nm0004819	Charo	1951	\N	actress,soundtrack,miscellaneous	tt0063696,tt0072519,tt0078740,tt0111419
nm0004820	Morris Chestnut	1969	\N	actor,producer,director	tt0366174,tt0114781,tt0101507,tt1650554
nm0004821	Michael Chiklis	1963	\N	actor,producer,director	tt1844624,tt0101069,tt0286486,tt0486576
nm0004822	Melanie C	1974	\N	soundtrack,actress,music_department	tt0981227,tt0286499,tt0120185,tt8106534
nm0004823	Scarlett Chorvat	1972	\N	actress	tt0218864,tt1196134,tt0281865,tt0364725
nm0004824	China Chow	1974	\N	actress,producer	tt0120609,tt0283003,tt0384833,tt0192111
nm0004825	Emmanuelle Chriqui	1975	\N	actress,producer	tt0295700,tt0960144,tt0214388,tt0348333
nm0004826	Helena Christensen	1968	\N	actress,miscellaneous	tt1365471,tt0424789,tt4959548,tt0110907
nm0004827	Eddie Cibrian	1973	\N	actor	tt0197182,tt2083355,tt0402901,tt0118484
nm0004828	Cisco	\N	\N	actor	tt1071161,tt0155877,tt0456291
nm0004829	Spencer Treat Clark	1987	\N	actor,producer	tt0327056,tt2364582,tt5574490,tt0172495
nm0004830	Tamara Clatterbuck	1963	\N	actress	tt0452046,tt0117603,tt0058796,tt0069658
nm0004831	Natalie Cole	1950	2015	soundtrack,actress,music_department	tt0096061,tt0305357,tt0100405,tt0316732
nm0004832	Paula Cole	1968	\N	music_department,soundtrack,actress	tt0230838,tt0146336,tt0119668,tt0120632
nm0004833	Gary Collins	1938	2012	actor,writer	tt0065377,tt0080836,tt0068132,tt0075503
nm0004834	Stephen Collins	1947	\N	actor,soundtrack,director	tt0450259,tt0116313,tt0115083,tt0079945
nm0004835	Sean 'Diddy' Combs	1969	\N	soundtrack,producer,actor	tt0285742,tt1226229,tt0172156,tt0120685
nm0004836	Brian Connolly	\N	\N	actor	tt0089200,tt1933790
nm0004837	Richard Cook	\N	\N	actor,writer	tt0193254,tt0284426
nm0004838	Martha Coolidge	1946	\N	director,producer,writer	tt0102753,tt0086525,tt0089886,tt0172348
nm0004839	Coolio	1963	\N	music_department,soundtrack,actor	tt1980209,tt0990407,tt0287978,tt0112792
nm0004840	Alice Cooper	1948	\N	soundtrack,actor,composer	tt0093777,tt1877832,tt1077368,tt0105793
nm0004841	Stewart Copeland	1952	\N	composer,music_department,soundtrack	tt0086216,tt0158983,tt0102034,tt0181984
nm0004842	Billy Corgan	1967	\N	soundtrack,music_department,composer	tt0418279,tt0118688,tt0145531,tt0117438
nm0004843	Don Cornelius	1936	2012	writer,producer,actor	tt0202409,tt0161194,tt0069890,tt0144528
nm0004844	Dan Cortese	1967	\N	actor,soundtrack,director	tt0118506,tt0321018,tt0114202,tt0106697
nm0004845	Elvis Costello	1954	\N	soundtrack,actor,composer	tt0120185,tt0159365,tt0415306,tt0145660
nm0004846	Marisa Coughlan	1974	\N	actress,writer,producer	tt0240515,tt0247745,tt0859635,tt0265591
nm0004847	Walter Cronkite	1916	2009	actor,editorial_department,producer	tt0065314,tt0337550,tt0398443,tt0108526
nm0004848	Cathy Lee Crosby	1944	\N	actress,producer,executive	tt0105151,tt0217979,tt0079027,tt0072419
nm0004849	David Crosby	1941	\N	soundtrack,actor,music_department	tt0102057,tt0165854,tt1193138,tt0101393
nm0004850	Alexis Cruz	1974	\N	actor,miscellaneous	tt0111282,tt0123324
nm0004851	Penélope Cruz	1974	\N	actress,soundtrack,producer	tt0259711,tt0441909,tt1298650,tt0497465
nm0004852	Jane Curtin	1947	\N	actress,soundtrack	tt0106598,tt1155056,tt0115082,tt0086742
nm0004853	Julie Cypher	1964	\N	assistant_director,director	tt0816420,tt0094027,tt0111397,tt0099578
nm0004854	Billy Ray Cyrus	1961	\N	actor,soundtrack,writer	tt0493093,tt0166924,tt1273678,tt1114677
nm0004855	Mike D	1965	\N	soundtrack,actor,composer	tt0796366,tt1408101,tt2660888,tt0433035
